song,bass,drums,other,vocals
e1108928-9776-434c-bc57-c32dfdb7839c,-86.591552734375,5.643087387084961,8.737324714660645,5.349338054656982
553048ce-7afd-4e0e-b4cb-4896620287a1,7.649913787841797,13.24770736694336,7.003747940063477,9.027278900146484
faad432d-6ad0-492d-96f1-321eeb9685b5,18.042179107666016,15.294023513793945,12.694988250732422,-90.8670883178711
312bec8d-1c61-43e0-924a-1fb87ddc3e41,9.892087936401367,9.668563842773438,4.6415886878967285,8.140645027160645
e37cdb09-e648-4e9b-bc06-d178a964161c,10.439851760864258,10.028053283691406,7.617456912994385,9.497075080871582
765d5131-afd9-4ad7-8786-8bef5705c1c2,17.702781677246094,12.178963661193848,5.67620849609375,9.695152282714844
f4b735de-14b1-4091-a9ba-c8b30c0740a7,7.502260208129883,11.330504417419434,7.308704853057861,7.8119797706604
5640831d-7853-4d06-8166-988e2844b652,12.712987899780273,12.135668754577637,7.526833534240723,1.7537963390350342
2e5d996d-43f3-4359-b7c5-afebe9997556,3.6001060009002686,13.446537017822266,11.608153343200684,14.277814865112305
e3ab3975-033b-40e2-b538-09396b3d4244,11.767901420593262,8.626230239868164,8.255616188049316,12.18320083618164
f40ffd10-4e8b-41e6-bd8a-971929ca9138,9.173761367797852,16.82804298400879,6.951288223266602,7.4846978187561035
58efddfb-04b3-4951-858e-e7dbcfccfc21,10.213241577148438,13.369272232055664,8.478144645690918,11.316632270812988
72c6f013-11ea-4bf7-93b2-c6ef2c117718,11.559490203857422,10.0520658493042,7.762739658355713,-88.93203735351562
6ce087b4-e571-4472-9be2-04b5340311c6,7.8818888664245605,7.136327743530273,5.361815452575684,9.16576862335205
7bfa233c-24ed-4c7a-9096-11e3aa00c55d,10.363272666931152,1.226621150970459,6.5794830322265625,7.403256416320801
04798708-6915-4dbc-842e-d394d545d4eb,7.835432052612305,-0.41404545307159424,10.340676307678223,4.341027736663818
5a6df5c7-a58a-479e-bdfb-c5946c221933,10.940975189208984,11.547496795654297,5.191319465637207,9.870949745178223
